# w_matsubara          00_re         00_im
 3.079993e-01  -9.801951e-02 -5.109377e-01  
 9.239978e-01  -4.361337e-02 -3.796995e-01  
 1.539996e+00  -2.941898e-02 -3.099473e-01  
 2.155995e+00  -2.282093e-02 -2.640046e-01  
 2.771994e+00  -1.889537e-02 -2.306108e-01  
 3.387992e+00  -1.612702e-02 -2.049303e-01  
 4.003991e+00  -1.404676e-02 -1.843709e-01  
 4.619989e+00  -1.239643e-02 -1.675085e-01  
 5.235988e+00  -1.099977e-02 -1.534459e-01  
 5.851986e+00  -9.812037e-03 -1.414565e-01  
 6.467985e+00  -8.812532e-03 -1.311876e-01  
 7.083983e+00  -7.935136e-03 -1.222493e-01  
 7.699982e+00  -7.150412e-03 -1.143600e-01  
 8.315981e+00  -6.479712e-03 -1.073903e-01  
 8.931979e+00  -5.900914e-03 -1.011825e-01  
 9.547978e+00  -5.375536e-03 -9.566252e-02  
 1.016398e+01  -4.905496e-03 -9.063340e-02  
 1.077997e+01  -4.496001e-03 -8.611541e-02  
 1.139597e+01  -4.134753e-03 -8.200340e-02  
 1.201197e+01  -3.808538e-03 -7.824754e-02  
 1.262797e+01  -3.519192e-03 -7.481729e-02  
 1.324397e+01  -3.262380e-03 -7.164861e-02  
 1.385997e+01  -3.025179e-03 -6.874905e-02  
 1.447597e+01  -2.816299e-03 -6.605623e-02  
 1.509196e+01  -2.622139e-03 -6.356887e-02  
 1.570796e+01  -2.450356e-03 -6.125478e-02  
 1.632396e+01  -2.292890e-03 -5.909436e-02  
 1.693996e+01  -2.152354e-03 -5.707956e-02  
 1.755596e+01  -2.019850e-03 -5.520005e-02  
 1.817196e+01  -1.901519e-03 -5.342705e-02  
 1.878796e+01  -1.792600e-03 -5.177198e-02  
 1.940395e+01  -1.691580e-03 -5.020595e-02  
 2.001995e+01  -1.599219e-03 -4.873821e-02  
 2.063595e+01  -1.511886e-03 -4.734231e-02  
 2.125195e+01  -1.433422e-03 -4.602410e-02  
 2.186795e+01  -1.361602e-03 -4.477737e-02  
 2.248395e+01  -1.293951e-03 -4.360112e-02  
 2.309995e+01  -1.231465e-03 -4.248165e-02  
 2.371594e+01  -1.171333e-03 -4.141760e-02  
 2.433194e+01  -1.116767e-03 -4.040275e-02  
 2.494794e+01  -1.068067e-03 -3.944156e-02  
 2.556394e+01  -1.019280e-03 -3.851971e-02  
 2.617994e+01  -9.751434e-04 -3.763698e-02  
 2.679594e+01  -9.313782e-04 -3.679771e-02  
 2.741194e+01  -8.927839e-04 -3.599086e-02  
 2.802793e+01  -8.563006e-04 -3.521675e-02  
 2.864393e+01  -8.212558e-04 -3.448284e-02  
 2.925993e+01  -7.877104e-04 -3.377048e-02  
 2.987593e+01  -7.577136e-04 -3.309041e-02  
 3.049193e+01  -7.290834e-04 -3.243527e-02  
 3.110793e+01  -7.016718e-04 -3.180600e-02  
 3.172393e+01  -6.760786e-04 -3.120320e-02  
 3.233992e+01  -6.522560e-04 -3.061951e-02  
 3.295592e+01  -6.289544e-04 -3.005759e-02  
 3.357192e+01  -6.070242e-04 -2.951501e-02  
 3.418792e+01  -5.859512e-04 -2.899372e-02  
 3.480392e+01  -5.655742e-04 -2.848888e-02  
 3.541992e+01  -5.466086e-04 -2.800178e-02  
 3.603592e+01  -5.289197e-04 -2.752834e-02  
 3.665191e+01  -5.115708e-04 -2.707215e-02  
 3.726791e+01  -4.963011e-04 -2.663082e-02  
 3.788391e+01  -4.811375e-04 -2.620604e-02  
 3.849991e+01  -4.668330e-04 -2.579406e-02  
 3.911591e+01  -4.517991e-04 -2.539316e-02  
 3.973191e+01  -4.378250e-04 -2.500360e-02  
 4.034791e+01  -4.247536e-04 -2.462641e-02  
 4.096390e+01  -4.125232e-04 -2.426167e-02  
 4.157990e+01  -4.002476e-04 -2.390522e-02  
 4.219590e+01  -3.892670e-04 -2.356001e-02  
 4.281190e+01  -3.784349e-04 -2.322480e-02  
 4.342790e+01  -3.680594e-04 -2.290010e-02  
 4.404390e+01  -3.583499e-04 -2.258209e-02  
 4.465990e+01  -3.490173e-04 -2.227442e-02  
 4.527589e+01  -3.394990e-04 -2.197420e-02  
 4.589189e+01  -3.309759e-04 -2.168153e-02  
 4.650789e+01  -3.225618e-04 -2.139813e-02  
 4.712389e+01  -3.145853e-04 -2.112136e-02  
 4.773989e+01  -3.065787e-04 -2.085114e-02  
 4.835589e+01  -2.989452e-04 -2.058761e-02  
 4.897189e+01  -2.915923e-04 -2.033157e-02  
 4.958788e+01  -2.840674e-04 -2.008086e-02  
 5.020388e+01  -2.773649e-04 -1.983582e-02  
 5.081988e+01  -2.711787e-04 -1.959664e-02  
 5.143588e+01  -2.645315e-04 -1.936457e-02  
 5.205188e+01  -2.587832e-04 -1.913675e-02  
 5.266788e+01  -2.525611e-04 -1.891415e-02  
 5.328388e+01  -2.471885e-04 -1.869791e-02  
 5.389987e+01  -2.417141e-04 -1.848602e-02  
 5.451587e+01  -2.366785e-04 -1.827890e-02  
 5.513187e+01  -2.313634e-04 -1.807662e-02  
 5.574787e+01  -2.262664e-04 -1.787764e-02  
 5.636387e+01  -2.209608e-04 -1.768408e-02  
 5.697987e+01  -2.166808e-04 -1.749386e-02  
 5.759587e+01  -2.121297e-04 -1.730792e-02  
 5.821186e+01  -2.076934e-04 -1.712598e-02  
 5.882786e+01  -2.035892e-04 -1.694826e-02  
 5.944386e+01  -1.995278e-04 -1.677280e-02  
 6.005986e+01  -1.956793e-04 -1.660177e-02  
 6.067586e+01  -1.917535e-04 -1.643483e-02  
 6.129186e+01  -1.878759e-04 -1.627026e-02  
 6.190786e+01  -1.843001e-04 -1.610981e-02  
 6.252385e+01  -1.808139e-04 -1.595167e-02  
 6.313985e+01  -1.771825e-04 -1.579694e-02  
 6.375585e+01  -1.740720e-04 -1.564524e-02  
 6.437185e+01  -1.707847e-04 -1.549655e-02  
 6.498785e+01  -1.677255e-04 -1.535055e-02  
 6.560385e+01  -1.644820e-04 -1.520731e-02  
 6.621985e+01  -1.615727e-04 -1.506645e-02  
 6.683584e+01  -1.584815e-04 -1.492791e-02  
 6.745184e+01  -1.556754e-04 -1.479222e-02  
 6.806784e+01  -1.530795e-04 -1.465979e-02  
 6.868384e+01  -1.502832e-04 -1.452840e-02  
 6.929984e+01  -1.476900e-04 -1.440036e-02  
 6.991584e+01  -1.451962e-04 -1.427307e-02  
 7.053184e+01  -1.427114e-04 -1.414928e-02  
 7.114783e+01  -1.403260e-04 -1.402711e-02  
 7.176383e+01  -1.380939e-04 -1.390755e-02  
 7.237983e+01  -1.357250e-04 -1.378972e-02  
 7.299583e+01  -1.334451e-04 -1.367372e-02  
 7.361183e+01  -1.312529e-04 -1.356002e-02  
 7.422783e+01  -1.292566e-04 -1.344795e-02  
 7.484382e+01  -1.271423e-04 -1.333837e-02  
 7.545982e+01  -1.249852e-04 -1.322914e-02  
 7.607582e+01  -1.231767e-04 -1.312295e-02  
 7.669182e+01  -1.211626e-04 -1.301802e-02  
 7.730782e+01  -1.193094e-04 -1.291449e-02  
 7.792382e+01  -1.174293e-04 -1.281275e-02  
 7.853982e+01  -1.156557e-04 -1.271256e-02  
 7.915581e+01  -1.137877e-04 -1.261424e-02  
 7.977181e+01  -1.121991e-04 -1.251714e-02  
 8.038781e+01  -1.106254e-04 -1.242146e-02  
 8.100381e+01  -1.088730e-04 -1.232750e-02  
 8.161981e+01  -1.072328e-04 -1.223505e-02  
 8.223581e+01  -1.055958e-04 -1.214338e-02  
 8.285181e+01  -1.040944e-04 -1.205343e-02  
 8.346780e+01  -1.027153e-04 -1.196465e-02  
 8.408380e+01  -1.011698e-04 -1.187749e-02  
 8.469980e+01  -9.969452e-05 -1.179122e-02  
 8.531580e+01  -9.825503e-05 -1.170642e-02  
 8.593180e+01  -9.689599e-05 -1.162271e-02  
 8.654780e+01  -9.562738e-05 -1.154017e-02  
 8.716380e+01  -9.434724e-05 -1.145905e-02  
 8.777979e+01  -9.301974e-05 -1.137924e-02  
 8.839579e+01  -9.174369e-05 -1.130019e-02  
 8.901179e+01  -9.064647e-05 -1.122202e-02  
 8.962779e+01  -8.942397e-05 -1.114539e-02  
 9.024379e+01  -8.800967e-05 -1.106928e-02  
 9.085979e+01  -8.700178e-05 -1.099455e-02  
 9.147579e+01  -8.573241e-05 -1.092097e-02  
 9.209178e+01  -8.468959e-05 -1.084818e-02  
 9.270778e+01  -8.359244e-05 -1.077634e-02  
 9.332378e+01  -8.242802e-05 -1.070547e-02  
 9.393978e+01  -8.135139e-05 -1.063531e-02  
 9.455578e+01  -8.032561e-05 -1.056634e-02  
 9.517178e+01  -7.940463e-05 -1.049826e-02  
 9.578778e+01  -7.828422e-05 -1.043089e-02  
 9.640377e+01  -7.739027e-05 -1.036473e-02  
 9.701977e+01  -7.650232e-05 -1.029922e-02  
 9.763577e+01  -7.558973e-05 -1.023449e-02  
 9.825177e+01  -7.462567e-05 -1.017040e-02  
 9.886777e+01  -7.375985e-05 -1.010758e-02  
 9.948377e+01  -7.282442e-05 -1.004513e-02  
 1.000998e+02  -7.184168e-05 -9.983520e-03  
 1.007158e+02  -7.101220e-05 -9.922771e-03  
 1.013318e+02  -7.006723e-05 -9.862673e-03  
 1.019478e+02  -6.921049e-05 -9.803082e-03  
 1.025638e+02  -6.847863e-05 -9.744384e-03  
 1.031798e+02  -6.773427e-05 -9.686434e-03  
 1.037958e+02  -6.686005e-05 -9.629155e-03  
 1.044118e+02  -6.613093e-05 -9.572498e-03  
 1.050278e+02  -6.534411e-05 -9.516785e-03  
 1.056438e+02  -6.454852e-05 -9.461458e-03  
 1.062598e+02  -6.373751e-05 -9.406744e-03  
 1.068758e+02  -6.290293e-05 -9.352776e-03  
 1.074917e+02  -6.228375e-05 -9.299187e-03  
 1.081077e+02  -6.161691e-05 -9.246434e-03  
 1.087237e+02  -6.082805e-05 -9.194136e-03  
 1.093397e+02  -6.015876e-05 -9.142621e-03  
 1.099557e+02  -5.950415e-05 -9.091741e-03  
 1.105717e+02  -5.883181e-05 -9.041180e-03  
 1.111877e+02  -5.819962e-05 -8.991302e-03  
 1.118037e+02  -5.752771e-05 -8.942069e-03  
 1.124197e+02  -5.684106e-05 -8.893286e-03  
 1.130357e+02  -5.623018e-05 -8.844983e-03  
 1.136517e+02  -5.567324e-05 -8.797452e-03  
 1.142677e+02  -5.500169e-05 -8.749971e-03  
 1.148837e+02  -5.427528e-05 -8.703255e-03  
 1.154997e+02  -5.370755e-05 -8.656941e-03  
 1.161157e+02  -5.315253e-05 -8.611133e-03  
 1.167317e+02  -5.252753e-05 -8.565922e-03  
 1.173477e+02  -5.199439e-05 -8.521114e-03  
 1.179637e+02  -5.141496e-05 -8.476747e-03  
 1.185797e+02  -5.081627e-05 -8.432905e-03  
 1.191957e+02  -5.024598e-05 -8.389496e-03  
 1.198117e+02  -4.969673e-05 -8.346518e-03  
 1.204277e+02  -4.919116e-05 -8.304149e-03  
 1.210437e+02  -4.863517e-05 -8.261818e-03  
 1.216597e+02  -4.817805e-05 -8.220246e-03  
 1.222757e+02  -4.760982e-05 -8.179370e-03  
 1.228917e+02  -4.707059e-05 -8.138305e-03  
