# w_matsubara          00_re         00_im          01_re         01_im          02_re         02_im          03_re         03_im          05_re         05_im          06_re         06_im          07_re         07_im          0a_re         0a_im          0b_re         0b_im          0f_re         0f_im          11_re         11_im          12_re         12_im          14_re         14_im          15_re         15_im          16_re         16_im          17_re         17_im          19_re         19_im          1a_re         1a_im          1b_re         1b_im          1d_re         1d_im          1e_re         1e_im          55_re         55_im          56_re         56_im          5a_re         5a_im
 5.654867e+00   1.451349e-01 -3.209913e-01  -1.918510e-02  6.421357e-02   6.355310e-04 -1.621164e-02   4.078412e-04 -9.857133e-04  -4.802354e-03  2.064427e-02  -7.415178e-04 -2.877181e-04  -8.391218e-05 -3.107273e-04   5.427788e-07 -9.008402e-07   1.917840e-06 -1.145327e-06  -2.122801e-07  1.867577e-06   8.561856e-02 -1.654511e-01  -3.374764e-02  8.991267e-02  -5.917104e-03  2.023856e-02   1.403415e-02 -2.511285e-02  -2.488486e-03  1.040150e-02  -7.854764e-04 -3.212341e-04  -6.559215e-05  1.516431e-04  -1.617282e-06  3.028010e-07  -1.383142e-05 -3.215417e-06  -3.728660e-05 -2.465828e-05  -1.776922e-07 -4.178603e-07   5.739546e-03 -9.758303e-03   4.112883e-04  7.019354e-04  -5.051165e-07  3.629677e-07  
 5.906194e+00   1.364155e-01 -3.123049e-01  -1.775927e-02  6.202941e-02   5.602999e-04 -1.549789e-02   3.232218e-04 -9.214548e-04  -4.396961e-03  1.988200e-02  -6.890253e-04 -2.466398e-04  -9.215238e-05 -2.847634e-04   4.037130e-07 -8.135846e-07   1.552434e-06 -1.139134e-06  -6.869019e-08  1.604174e-06   8.055438e-02 -1.614262e-01  -3.145305e-02  8.713365e-02  -5.429147e-03  1.952489e-02   1.324326e-02 -2.455334e-02  -2.273339e-03  1.001479e-02  -7.295841e-04 -2.735086e-04  -5.266097e-05  1.459015e-04  -1.393757e-06  4.079128e-07  -1.273300e-05 -1.981196e-06  -3.554534e-05 -2.019738e-05  -2.075254e-07 -3.343115e-07   5.425218e-03 -9.554824e-03   4.068702e-04  6.486775e-04  -4.100453e-07  3.571218e-07  
 6.157522e+00   1.284088e-01 -3.039850e-01  -1.647422e-02  5.996837e-02   4.975162e-04 -1.484330e-02   2.520695e-04 -8.606015e-04  -4.035236e-03  1.916660e-02  -6.408812e-04 -2.117540e-04  -9.800410e-05 -2.611318e-04   2.952894e-07 -7.301746e-07   1.251434e-06 -1.101898e-06   3.119306e-08  1.378123e-06   7.589211e-02 -1.575246e-01  -2.937010e-02  8.449234e-02  -4.993108e-03  1.885092e-02   1.251162e-02 -2.400740e-02  -2.081970e-03  9.651736e-03  -6.781615e-04 -2.332010e-04  -4.142523e-05  1.398786e-04  -1.194714e-06  4.749116e-07  -1.167081e-05 -1.001054e-06  -3.368727e-05 -1.639632e-05  -2.211003e-07 -2.624356e-07   5.133556e-03 -9.355185e-03   4.008693e-04  6.001299e-04  -3.307824e-07  3.435230e-07  
 6.408849e+00   1.210433e-01 -2.960158e-01  -1.531338e-02  5.802210e-02   4.448309e-04 -1.424114e-02   1.922236e-04 -8.033373e-04  -3.711709e-03  1.849451e-02  -5.967436e-04 -1.820672e-04  -1.019510e-04 -2.396550e-04   2.110777e-07 -6.524556e-07   1.004545e-06 -1.045818e-06   9.920847e-08  1.184911e-06   7.159336e-02 -1.537475e-01  -2.747510e-02  8.198138e-02  -4.602539e-03  1.821430e-02   1.183393e-02 -2.347565e-02  -1.911320e-03  9.310624e-03  -6.309199e-04 -1.990896e-04  -3.167987e-05  1.337291e-04  -1.019500e-06  5.133933e-07  -1.066378e-05 -2.294312e-07  -3.178201e-05 -1.316569e-05  -2.233828e-07 -2.017135e-07   4.862632e-03 -9.159747e-03   3.936583e-04  5.558458e-04  -2.650919e-07  3.251793e-07  
 6.660176e+00   1.142558e-01 -2.883817e-01  -1.426238e-02  5.618277e-02   4.003716e-04 -1.368558e-02   1.418836e-04 -7.497061e-04  -3.421674e-03  1.786248e-02  -5.562827e-04 -1.567546e-04  -1.043834e-04 -2.201540e-04   1.459308e-07 -5.812867e-07   8.027052e-07 -9.793414e-07   1.440796e-07  1.020154e-06   6.762392e-02 -1.500949e-01  -2.574739e-02  7.959357e-02  -4.251884e-03  1.761277e-02   1.120543e-02 -2.295847e-02  -1.758768e-03  8.989848e-03  -5.875576e-04 -1.701644e-04  -2.324154e-05  1.275686e-04  -8.666005e-07  5.308387e-07  -9.722366e-06  3.721096e-07  -2.987952e-05 -1.042619e-05  -2.180732e-07 -1.511570e-07   4.610700e-03 -8.968776e-03   3.855405e-04  5.154195e-04  -2.109159e-07  3.042263e-07  
 6.911504e+00   1.079903e-01 -2.810671e-01  -1.330874e-02  5.444311e-02   3.626405e-04 -1.317159e-02   9.954703e-05 -6.996565e-04  -3.161071e-03  1.726750e-02  -5.191857e-04 -1.351301e-04  -1.056164e-04 -2.024548e-04   9.575585e-08 -5.169022e-07   6.381225e-07 -9.082233e-07   1.722257e-07  8.798200e-07   6.395324e-02 -1.465655e-01  -2.416890e-02  7.732197e-02  -3.936339e-03  1.704414e-02   1.062183e-02 -2.245606e-02  -1.622065e-03  8.687921e-03  -5.477734e-04 -1.455892e-04  -1.594730e-05  1.214829e-04  -7.340659e-07  5.330263e-07  -8.851213e-06  8.356353e-07  -2.801497e-05 -8.108208e-06  -2.078867e-07 -1.095801e-07   4.376177e-03 -8.782458e-03   3.767626e-04  4.784837e-04  -1.664207e-07  2.821534e-07  
 7.162831e+00   1.021974e-01 -2.740570e-01  -1.244158e-02  5.279635e-02   3.304352e-04 -1.269481e-02   6.395797e-05 -6.530736e-04  -2.926391e-03  1.670681e-02  -4.851596e-04 -1.166214e-04  -1.059043e-04 -1.863918e-04   5.731336e-08 -4.591548e-07   5.042037e-07 -8.363040e-07   1.883649e-07  7.603102e-07   6.055398e-02 -1.431573e-01  -2.272384e-02  7.515989e-02  -3.651752e-03  1.650631e-02   1.007927e-02 -2.196847e-02  -1.499272e-03  8.403464e-03  -5.112749e-04 -1.246703e-04  -9.653097e-06  1.155339e-04  -6.197826e-07  5.243812e-07  -8.051098e-06  1.187676e-06  -2.621232e-05 -6.151102e-06  -1.947841e-07 -7.576229e-08   4.157628e-03 -8.600913e-03   3.675247e-04  4.447067e-04  -1.300089e-07  2.599761e-07  
 7.414159e+00   9.683288e-02 -2.673368e-01  -1.165143e-02  5.123621e-02   3.027871e-04 -1.225144e-02   3.406506e-05 -6.098022e-04  -2.714592e-03  1.617788e-02  -4.539323e-04 -1.007506e-04  -1.054522e-04 -1.718104e-04   2.804778e-08 -4.076767e-07   3.954333e-07 -7.660701e-07   1.959601e-07  6.584835e-07   5.740168e-02 -1.398678e-01  -2.139834e-02  7.310098e-02  -3.394517e-03  1.599729e-02   9.574260e-03 -2.149562e-02  -1.388716e-03  8.135204e-03  -4.777842e-04 -1.068310e-04  -4.232067e-06  1.097655e-04  -5.216421e-07  5.082645e-07  -7.320283e-06  1.450039e-06  -2.448725e-05 -4.502359e-06  -1.801579e-07 -4.853962e-08   3.953753e-03 -8.424208e-03   3.579883e-04  4.137887e-04  -1.003108e-07  2.383656e-07  
 7.665486e+00   9.185762e-02 -2.608923e-01  -1.092997e-02  4.975686e-02   2.789131e-04 -1.183815e-02   8.986778e-06 -5.696636e-04  -2.523034e-03  1.567840e-02  -4.252534e-04 -8.711747e-05  -1.044254e-04 -1.585680e-04   5.948010e-09 -3.619852e-07   3.072349e-07 -6.990603e-07   1.975489e-07  5.716338e-07   5.447442e-02 -1.366939e-01  -2.018019e-02  7.113921e-02  -3.161502e-03  1.551521e-02   9.103647e-03 -2.103736e-02  -1.288952e-03  7.881965e-03  -4.470402e-04 -9.159070e-05   4.272238e-07  1.042074e-04  -4.376404e-07  4.872067e-07  -6.655479e-06  1.640567e-06  -2.284923e-05 -3.116702e-06  -1.649766e-07 -2.685217e-08   3.763368e-03 -8.252364e-03   3.482835e-04  3.854598e-04  -7.616530e-08  2.177459e-07  
 7.916813e+00   8.723654e-02 -2.547100e-01  -1.026993e-02  4.835290e-02   2.581783e-04 -1.145204e-02  -1.201717e-05 -5.324670e-04  -2.349420e-03  1.520623e-02  -3.988932e-04 -7.538634e-05  -1.029571e-04 -1.465336e-04  -1.056594e-08 -3.215509e-07   2.358339e-07 -6.361572e-07   1.949870e-07  4.974525e-07   5.175249e-02 -1.336321e-01  -1.905863e-02  6.926885e-02  -2.949980e-03  1.505832e-02   8.664585e-03 -2.059345e-02  -1.198726e-03  7.642666e-03  -4.188006e-04 -7.854853e-05   4.422423e-06  9.887839e-05  -3.659303e-07  4.630951e-07  -6.052512e-06  1.773793e-06  -2.130319e-05 -1.955225e-06  -1.498964e-07 -9.763223e-09   3.585397e-03 -8.085368e-03   3.385145e-04  3.594767e-04  -5.659678e-08  1.983658e-07  
 8.168141e+00   8.293831e-02 -2.487769e-01  -9.664914e-03  4.701934e-02   2.400657e-04 -1.109055e-02  -2.956947e-05 -4.980182e-04  -2.191746e-03  1.475942e-02  -3.746420e-04 -6.527501e-05  -1.011547e-04 -1.355884e-04  -2.273388e-08 -2.858391e-07   1.781300e-07 -5.777948e-07   1.896272e-07  4.339819e-07   4.921819e-02 -1.306788e-01  -1.802416e-02  6.748455e-02  -2.757572e-03  1.462497e-02   8.254496e-03 -2.016360e-02  -1.116948e-03  7.416310e-03  -3.928421e-04 -6.736907e-05   7.838956e-06  9.378930e-05  -3.048456e-07  4.373219e-07  -5.506778e-06  1.861524e-06  -1.985081e-05 -9.845842e-07  -1.353466e-07  3.537753e-09   3.418863e-03 -7.923178e-03   3.287640e-04  3.356202e-04  -4.079088e-08  1.803512e-07  
 8.419468e+00   7.893485e-02 -2.430806e-01  -9.109302e-03  4.575154e-02   2.241532e-04 -1.075141e-02  -4.419468e-05 -4.661248e-04  -2.048262e-03  1.433617e-02  -3.523091e-04 -5.654580e-05  -9.910433e-05 -1.256248e-04  -3.152789e-08 -2.543359e-07   1.315848e-07 -5.241070e-07   1.824521e-07  3.795695e-07   4.685558e-02 -1.278304e-01  -1.706838e-02  6.578123e-02  -2.582195e-03  1.421361e-02   7.871041e-03 -1.974747e-02  -1.042670e-03  7.201980e-03  -3.689598e-04 -5.777123e-05   1.075147e-05  8.894454e-05  -2.529058e-07  4.109003e-07  -5.013551e-06  1.913323e-06  -1.849140e-05 -1.762552e-07  -1.215925e-07  1.374134e-08   3.262873e-03 -7.765730e-03   3.190975e-04  3.136930e-04  -2.807123e-08  1.637439e-07  
 8.670796e+00   7.520095e-02 -2.376093e-01  -8.598126e-03  4.454522e-02   2.100948e-04 -1.043263e-02  -5.633540e-05 -4.366004e-04  -1.917435e-03  1.393483e-02  -3.317210e-04 -4.899812e-05  -9.687532e-05 -1.165455e-04  -3.770965e-08 -2.265613e-07   9.412456e-08 -4.750312e-07   1.741714e-07  3.328234e-07   4.465028e-02 -1.250830e-01  -1.618381e-02  6.415417e-02  -2.422026e-03  1.382282e-02   7.512100e-03 -1.934469e-02  -9.750651e-04  6.998833e-03  -3.469667e-04 -4.951896e-05   1.322512e-05  8.434396e-05  -2.088103e-07  3.845552e-07  -4.568176e-06  1.936919e-06  -1.722265e-05  4.941264e-07  -1.087837e-07  2.142906e-08   3.116618e-03 -7.612940e-03   3.095662e-04  2.935176e-04  -1.787821e-08  1.485294e-07  
 8.922123e+00   7.171394e-02 -2.323517e-01  -8.127000e-03  4.339642e-02   1.976060e-04 -1.013244e-02  -6.636563e-05 -4.092667e-04  -1.797920e-03  1.355390e-02  -3.127209e-04 -4.246237e-05  -9.452305e-05 -1.082632e-04  -4.187570e-08 -2.020767e-07   6.405716e-08 -4.303818e-07   1.652939e-07  2.925737e-07   4.258933e-02 -1.224327e-01  -1.536382e-02  6.259890e-02  -2.275466e-03  1.345126e-02   7.175747e-03 -1.895489e-02  -9.134093e-04  6.806094e-03  -3.266928e-04 -4.241359e-05   1.531677e-05  7.998396e-05  -1.714259e-07  3.587933e-07  -4.166201e-06  1.938545e-06  -1.604116e-05  1.047351e-06  -9.698894e-08  2.708609e-08   2.979354e-03 -7.464713e-03   3.002094e-04  2.749339e-04  -9.750199e-09  1.346569e-07  
 9.173451e+00   6.845340e-02 -2.272973e-01  -7.692038e-03  4.230147e-02   1.864522e-04 -9.849268e-03  -7.460189e-05 -3.839551e-04  -1.688536e-03  1.319197e-02  -2.951665e-04 -3.679484e-05  -9.209178e-05 -1.006993e-04  -4.449302e-08 -1.804864e-07   4.000352e-08 -3.899006e-07   1.561806e-07  2.578371e-07   4.066099e-02 -1.198760e-01  -1.460250e-02  6.111128e-02  -2.141105e-03  1.309771e-02   6.860232e-03 -1.857766e-02  -8.570687e-04  6.623050e-03  -3.079836e-04 -3.628763e-05   1.707600e-05  7.585849e-05  -1.397713e-07  3.339579e-07  -3.803442e-06  1.923215e-06  -1.494281e-05  1.501144e-06  -8.622150e-08  3.111427e-08   2.850407e-03 -7.320940e-03   2.910570e-04  2.577980e-04  -3.307288e-09  1.220534e-07  
 9.424778e+00   6.540089e-02 -2.224360e-01  -7.289794e-03  4.125696e-02   1.764388e-04 -9.581699e-03  -8.131243e-05 -3.605078e-04  -1.588241e-03  1.284777e-02  -2.789292e-04 -3.187355e-05  -8.961673e-05 -9.378349e-05  -4.592697e-08 -1.614376e-07   2.084011e-08 -3.532916e-07   1.470840e-07  2.277872e-07   3.885465e-02 -1.174089e-01  -1.389459e-02  5.968740e-02  -2.017704e-03  1.276100e-02   6.563959e-03 -1.821260e-02  -8.054867e-04  6.449043e-03  -2.906990e-04 -3.099953e-05   1.854605e-05  7.195977e-05  -1.130015e-07  3.102697e-07  -3.476026e-06  1.894959e-06  -1.392309e-05  1.870612e-06  -7.645825e-08  3.384438e-08   2.729158e-03 -7.181507e-03   2.821311e-04  2.419799e-04   1.762645e-09  1.106335e-07  
 9.676105e+00   6.253977e-02 -2.177581e-01  -6.917203e-03  4.025977e-02   1.674043e-04 -9.328481e-03  -8.672493e-05 -3.387772e-04  -1.496118e-03  1.252012e-02  -2.638926e-04 -2.759479e-05  -8.712575e-05 -8.745257e-05  -4.646320e-08 -1.446177e-07   5.651794e-09 -3.202442e-07   1.381771e-07  2.017292e-07   3.716068e-02 -1.150279e-01  -1.323535e-02  5.832363e-02  -1.904166e-03  1.244007e-02   6.285476e-03 -1.785929e-02  -7.581734e-04  6.283471e-03  -2.747124e-04 -2.642949e-05   1.976460e-05  6.827886e-05  -9.039083e-08  2.878595e-07  -3.180400e-06  1.857003e-06  -1.297730e-05  2.168625e-06  -6.765279e-08  3.554730e-08   2.615043e-03 -7.046293e-03   2.734473e-04  2.273627e-04   5.715674e-09  1.003067e-07  
 9.927433e+00   5.985495e-02 -2.132547e-01  -6.571536e-03  3.930697e-02   1.592140e-04 -9.088484e-03  -9.103289e-05 -3.186269e-04  -1.411353e-03  1.220794e-02  -2.499516e-04 -2.387015e-05  -8.464076e-05 -8.165002e-05  -4.632484e-08 -1.297513e-07  -6.306803e-09 -2.904488e-07   1.295748e-07  1.790784e-07   3.557036e-02 -1.127293e-01  -1.262059e-02  5.701657e-02  -1.799523e-03  1.213394e-02   6.023459e-03 -1.751732e-02  -7.146969e-04  6.125776e-03  -2.599090e-04 -2.247588e-05   2.076452e-05  6.480611e-05  -7.131849e-08  2.667920e-07  -2.913331e-06  1.811927e-06  -1.210067e-05  2.406142e-06  -5.974502e-08  3.644384e-08   2.507544e-03 -6.915176e-03   2.650163e-04  2.138407e-04   8.761626e-09  9.098171e-08  
 1.017876e+01   5.733276e-02 -2.089172e-01  -6.250358e-03  3.839586e-02   1.517550e-04 -8.860695e-03  -9.440097e-05 -2.999304e-04  -1.333229e-03  1.191023e-02  -2.370111e-04 -2.062421e-05  -8.217885e-05 -7.632517e-05  -4.568595e-08 -1.165966e-07  -1.564293e-08 -2.636062e-07   1.213499e-07  1.593417e-07   3.407573e-02 -1.105098e-01  -1.204649e-02  5.576303e-02  -1.702914e-03  1.184168e-02   5.776697e-03 -1.718630e-02  -6.746758e-04  5.975446e-03  -2.461851e-04 -1.905233e-05   2.157448e-05  6.153147e-05  -5.525412e-08  2.470847e-07  -2.671894e-06  1.761785e-06  -1.128854e-05  2.592499e-06  -5.266779e-08  3.671324e-08   2.406186e-03 -6.788029e-03   2.568445e-04  2.013186e-04   1.107240e-08  8.256947e-08  
 1.043009e+01   5.496077e-02 -2.047375e-01  -5.951491e-03  3.752394e-02   1.449327e-04 -8.644200e-03  -9.696948e-05 -2.825713e-04  -1.261106e-03  1.162606e-02  -2.249853e-04 -1.779245e-05  -7.975322e-05 -7.143265e-05  -4.468211e-08 -1.049420e-07  -2.285142e-08 -2.394337e-07   1.135447e-07  1.421032e-07   3.266959e-02 -1.083661e-01  -1.150966e-02  5.456004e-02  -1.613577e-03  1.156244e-02   5.544084e-03 -1.686582e-02  -6.377723e-04  5.832008e-03  -2.334470e-04 -1.608529e-05   2.221946e-05  5.844478e-05  -4.174554e-08  2.287212e-07  -2.453452e-06  1.708210e-06  -1.053636e-05  2.735644e-06  -4.635144e-08  3.650042e-08   2.310536e-03 -6.664726e-03   2.489350e-04  1.897103e-04   1.278856e-08  7.498525e-08  
 1.068142e+01   5.272770e-02 -2.007080e-01  -5.672986e-03  3.668890e-02   1.386672e-04 -8.438176e-03  -9.885811e-05 -2.664426e-04  -1.194417e-03  1.135458e-02  -2.137963e-04 -1.531961e-05  -7.737391e-05 -6.693179e-05  -4.341862e-08 -9.460287e-08  -2.833565e-08 -2.176683e-07   1.061797e-07  1.270111e-07   3.134535e-02 -1.062949e-01  -1.100703e-02  5.340482e-02  -1.530833e-03  1.129544e-02   5.324607e-03 -1.655548e-02  -6.036870e-04  5.695027e-03  -2.216100e-04 -1.351204e-05   2.272129e-05  5.553590e-05  -3.040763e-08  2.116622e-07  -2.255635e-06  1.652491e-06  -9.839783e-06  2.842346e-06  -4.072688e-08  3.592209e-08   2.220195e-03 -6.545142e-03   2.412881e-04  1.789380e-04   1.402508e-08  6.814962e-08  
 1.093274e+01   5.062327e-02 -1.968216e-01  -5.413094e-03  3.588857e-02   1.328907e-04 -8.241873e-03  -1.001691e-04 -2.514459e-04  -1.132657e-03  1.109501e-02  -2.033737e-04 -1.315826e-05  -7.504840e-05 -6.278612e-05  -4.197710e-08 -8.541780e-08  -3.242456e-08 -1.980677e-07   9.926009e-08  1.137671e-07   3.009700e-02 -1.042931e-01  -1.053583e-02  5.229479e-02  -1.454077e-03  1.103994e-02   5.117338e-03 -1.625492e-02  -5.721537e-04  5.564100e-03  -2.105971e-04 -1.127898e-05   2.309899e-05  5.279488e-05  -2.091267e-08  1.958530e-07  -2.076323e-06  1.595641e-06  -9.194688e-06  2.918371e-06  -3.572758e-08  3.507189e-08   2.134796e-03 -6.429150e-03   2.339023e-04  1.689311e-04   1.487596e-08  6.198902e-08  
 1.118407e+01   4.863809e-02 -1.930713e-01  -5.170244e-03  3.512095e-02   1.275459e-04 -8.054615e-03  -1.009898e-04 -2.374911e-04  -1.075375e-03  1.084663e-02  -1.936539e-04 -1.126765e-05  -7.278214e-05 -5.896293e-05  -4.042048e-08 -7.724622e-08  -3.538648e-08 -1.804110e-07   9.278029e-08  1.021184e-07   2.891907e-02 -1.023578e-01  -1.009356e-02  5.122750e-02  -1.382769e-03  1.079525e-02   4.921428e-03 -1.596376e-02  -5.429355e-04  5.438854e-03  -2.003392e-04 -9.340206e-06   2.336917e-05  5.021207e-05  -1.298196e-08  1.812295e-07  -1.913615e-06  1.538454e-06  -8.597189e-06  2.968627e-06  -3.129074e-08  3.402457e-08   2.054002e-03 -6.316629e-03   2.267742e-04  1.596260e-04   1.541792e-08  5.643599e-08  
 1.143540e+01   4.676361e-02 -1.894507e-01  -4.943021e-03  3.438418e-02   1.225837e-04 -7.875786e-03  -1.013951e-04 -2.244957e-04  -1.022169e-03  1.060876e-02  -1.845792e-04 -9.612675e-06  -7.057890e-05 -5.543287e-05  -3.879708e-08 -6.996556e-08  -3.744036e-08 -1.644979e-07   8.672750e-08  9.184967e-08   2.780655e-02 -1.004862e-01  -9.677960e-03  5.020069e-02  -1.316424e-03  1.056075e-02   4.736095e-03 -1.568163e-02  -5.158211e-04  5.318945e-03  -1.907734e-04 -7.656379e-06   2.354634e-05  4.777816e-05  -6.378526e-09  1.677224e-07  -1.765814e-06  1.481541e-06  -8.043650e-06  2.997295e-06  -2.735799e-08  3.283957e-08   1.977503e-03 -6.207458e-03   2.198991e-04  1.509647e-04   1.571361e-08  5.142902e-08  
 1.168672e+01   4.499199e-02 -1.859538e-01  -4.730149e-03  3.367652e-02   1.179623e-04 -7.704823e-03  -1.014489e-04 -2.123838e-04  -9.726777e-04  1.038077e-02  -1.760971e-04 -8.163070e-06  -6.844114e-05 -5.216953e-05  -3.714374e-08 -6.346893e-08  -3.876488e-08 -1.501476e-07   8.108422e-08  8.277748e-08   2.675483e-02 -9.867557e-02  -9.286970e-03  4.921224e-02  -1.254611e-03  1.033586e-02   4.560622e-03 -1.540820e-02  -4.906217e-04  5.204056e-03  -1.818426e-04 -6.193696e-06   2.364316e-05  4.548422e-05  -9.009591e-10  1.552600e-07  -1.631406e-06  1.425373e-06  -7.530680e-06  3.007936e-06  -2.387567e-08  3.156385e-08   1.905014e-03 -6.101519e-03   2.132714e-04  1.428948e-04   1.581414e-08  4.691238e-08  
 1.193805e+01   4.331607e-02 -1.825748e-01  -4.530475e-03  3.299637e-02   1.136455e-04 -7.541213e-03  -1.012063e-04 -2.010864e-04  -9.265776e-04  1.016210e-02  -1.681602e-04 -6.892687e-06  -6.637027e-05 -4.914921e-05  -3.548830e-08 -5.766315e-08  -3.950589e-08 -1.371973e-07   7.583008e-08  7.474510e-08   2.575971e-02 -9.692330e-02  -8.918732e-03  4.826015e-02  -1.196940e-03  1.012001e-02   4.394348e-03 -1.514313e-02  -4.671684e-04  5.093890e-03  -1.734954e-04 -4.923072e-06   2.367071e-05  4.332178e-05   3.621946e-09  1.437708e-07  -1.509037e-06  1.370304e-06  -7.055126e-06  3.003579e-06  -2.079487e-08  3.023429e-08   1.836271e-03 -5.998696e-03   2.068848e-04  1.353687e-04   1.576115e-08  4.283571e-08  
 1.218938e+01   4.172926e-02 -1.793084e-01  -4.342959e-03  3.234223e-02   1.096023e-04 -7.384489e-03  -1.007142e-04 -1.905400e-04  -8.835784e-04  9.952197e-03  -1.607253e-04 -5.778904e-06  -6.436684e-05 -4.635053e-05  -3.385151e-08 -5.246685e-08  -3.978242e-08 -1.255013e-07   7.094316e-08  6.761835e-08   2.481734e-02 -9.522694e-02  -8.571551e-03  4.734256e-02  -1.143061e-03  9.912703e-03   4.236665e-03 -1.488609e-02  -4.453097e-04  4.988175e-03  -1.656848e-04 -3.819448e-06   2.363865e-05  4.128275e-05   7.335716e-09  1.331847e-07  -1.397501e-06  1.316596e-06  -6.614072e-06  2.986805e-06  -1.807132e-08  2.887965e-08   1.771031e-03 -5.898878e-03   2.007324e-04  1.283430e-04   1.558850e-08  3.915372e-08  
 1.244071e+01   4.022555e-02 -1.761493e-01  -4.166656e-03  3.171269e-02   1.058058e-04 -7.234219e-03  -1.000131e-04 -1.806867e-04  -8.434189e-04  9.750576e-03  -1.537532e-04 -4.802123e-06  -6.243076e-05 -4.375426e-05  -3.224865e-08 -4.780901e-08  -3.969157e-08 -1.149290e-07   6.640094e-08  6.128209e-08   2.392416e-02 -9.358413e-02  -8.243885e-03  4.645772e-02  -1.092661e-03  9.713467e-03   4.087013e-03 -1.463678e-02  -4.249095e-04  4.886655e-03  -1.583684e-04 -2.861191e-06   2.355543e-05  3.935953e-05   1.036406e-08  1.234344e-07  -1.295720e-06  1.264438e-06  -6.204820e-06  2.959810e-06  -1.566513e-08  2.752210e-08   1.709070e-03 -5.801958e-03   1.948069e-04  1.217784e-04   1.532376e-08  3.582573e-08  
 1.269203e+01   3.879937e-02 -1.730927e-01  -4.000709e-03  3.110644e-02   1.022325e-04 -7.090010e-03  -9.913768e-05 -1.714733e-04  -8.058636e-04  9.556770e-03  -1.472081e-04 -3.945332e-06  -6.056140e-05 -4.134303e-05  -3.069068e-08 -4.362751e-08  -3.931256e-08 -1.053636e-07   6.218094e-08  5.563732e-08   2.307690e-02 -9.199262e-02  -7.934325e-03  4.560400e-02  -1.045455e-03  9.521858e-03   3.944874e-03 -1.439489e-02  -4.058454e-04  4.789096e-03  -1.515074e-04 -2.029607e-06   2.342845e-05  3.754493e-05   1.281218e-08  1.144555e-07  -1.202732e-06  1.213960e-06  -5.824881e-06  2.924460e-06  -1.354055e-08  2.617857e-08   1.650180e-03 -5.707829e-03   1.891010e-04  1.156390e-04   1.498927e-08  3.281529e-08  
 1.294336e+01   3.744564e-02 -1.701341e-01  -3.844340e-03  3.052227e-02   9.886206e-05 -6.951498e-03  -9.811777e-05 -1.628513e-04  -7.706999e-04  9.370351e-03  -1.410577e-04 -3.193751e-06  -5.875774e-05 -3.910118e-05  -2.918520e-08 -3.986802e-08  -3.870990e-08 -9.670106e-08   5.826120e-08  5.059874e-08   2.227257e-02 -9.045029e-02  -7.641588e-03  4.477985e-02  -1.001187e-03  9.337465e-03   3.809772e-03 -1.416015e-02  -3.880071e-04  4.695277e-03  -1.450668e-04 -1.308509e-06   2.326416e-05  3.583219e-05   1.476952e-08  1.061875e-07  -1.117679e-06  1.165245e-06  -5.471964e-06  2.882343e-06  -1.166561e-08  2.486173e-08   1.594168e-03 -5.616391e-03   1.836070e-04  1.098921e-04   1.460314e-08  3.008976e-08  
 1.319469e+01   3.615965e-02 -1.672692e-01  -3.696841e-03  2.995903e-02   9.567648e-05 -6.818349e-03  -9.697896e-05 -1.547762e-04  -7.377360e-04  9.190917e-03  -1.352721e-04 -2.534515e-06  -5.701844e-05 -3.701455e-05  -2.773723e-08 -3.648293e-08  -3.793613e-08 -8.884831e-08   5.462059e-08  4.609266e-08   2.150840e-02 -8.895509e-02  -7.364498e-03  4.398384e-02  -9.596237e-04  9.159904e-03   3.681264e-03 -1.393226e-02  -3.712950e-04  4.604994e-03  -1.390144e-04 -6.838679e-07   2.306822e-05  3.421494e-05   1.631218e-08  9.857354e-08  -1.039792e-06  1.118339e-06  -5.143957e-06  2.834808e-06  -1.001180e-08  2.358091e-08   1.540859e-03 -5.527546e-03   1.783172e-04  1.045078e-04   1.417996e-08  2.761996e-08  
 1.344602e+01   3.493707e-02 -1.644937e-01  -3.557565e-03  2.941567e-02   9.266006e-05 -6.690253e-03  -9.574323e-05 -1.472071e-04  -7.067978e-04  9.018096e-03  -1.298245e-04 -1.956415e-06  -5.534194e-05 -3.507031e-05  -2.634979e-08 -3.343048e-08  -3.703396e-08 -8.172246e-08   5.123894e-08  4.205532e-08   2.078181e-02 -8.750508e-02  -7.101978e-03  4.321461e-02  -9.205560e-04  8.988816e-03   3.558942e-03 -1.371098e-02  -3.556192e-04  4.518058e-03  -1.333212e-04 -1.435043e-07   2.284554e-05  3.268724e-05   1.750489e-08  9.156077e-08  -9.683844e-07  1.073262e-06  -4.838923e-06  2.782997e-06  -8.553761e-09  2.234277e-08   1.490086e-03 -5.441200e-03   1.732242e-04  9.945899e-05   1.373152e-08  2.537981e-08  
