# w_matsubara          00_re         00_im          01_re         01_im          02_re         02_im          03_re         03_im          05_re         05_im          06_re         06_im          07_re         07_im          0a_re         0a_im          0b_re         0b_im          0f_re         0f_im          11_re         11_im          12_re         12_im          14_re         14_im          15_re         15_im          16_re         16_im          17_re         17_im          19_re         19_im          1a_re         1a_im          1b_re         1b_im          1d_re         1d_im          1e_re         1e_im          55_re         55_im          56_re         56_im          5a_re         5a_im
 1.369734e+01   3.377391e-02 -1.618038e-01  -3.425923e-03  2.889117e-02   8.979890e-05 -6.566927e-03  -9.442946e-05 -1.401067e-04  -6.777279e-04  8.851539e-03  -1.246899e-04 -1.449666e-06  -5.372652e-05 -3.325686e-05  -2.502436e-08 -3.067399e-08  -3.603800e-08 -7.524955e-08   4.809725e-08  3.843141e-08   2.009046e-02 -8.609840e-02  -6.853041e-03  4.247088e-02  -8.837928e-04  8.823865e-03   3.442428e-03 -1.349604e-02  -3.408981e-04  4.434291e-03  -1.279603e-04  3.231676e-07   2.260046e-05  3.124350e-05   1.840275e-08  8.510008e-08  -9.028423e-07  1.030009e-06  -4.555077e-06  2.727882e-06  -7.268976e-09  2.115181e-08   1.441696e-03 -5.357262e-03   1.683203e-04  9.472063e-05   1.326724e-08  2.334601e-08  
 1.394867e+01   3.266645e-02 -1.591959e-01  -3.301377e-03  2.838461e-02   8.708066e-05 -6.448106e-03  -9.305387e-05 -1.334407e-04  -6.503830e-04  8.690922e-03  -1.198459e-04 -1.005722e-06  -5.217034e-05 -3.156366e-05  -2.376126e-08 -2.818123e-08  -3.497629e-08 -6.936361e-08   4.517763e-08  3.517287e-08   1.943217e-02 -8.473331e-02  -6.616781e-03  4.175146e-02  -8.491604e-04  8.664737e-03   3.331370e-03 -1.328721e-02  -3.270579e-04  4.353527e-03  -1.229075e-04  7.253611e-07   2.233674e-05  2.987849e-05   1.905263e-08  7.914608e-08  -8.426152e-07  9.885594e-07  -4.290783e-06  2.670282e-06  -6.137462e-09  2.001090e-08   1.395548e-03 -5.275644e-03   1.635983e-04  9.026997e-05   1.279464e-08  2.149774e-08  
 1.420000e+01   3.161129e-02 -1.566665e-01  -3.183435e-03  2.789510e-02   8.449441e-05 -6.333544e-03  -9.163037e-05 -1.271777e-04  -6.246332e-04  8.535941e-03  -1.152717e-04 -6.171045e-07  -5.067147e-05 -2.998117e-05  -2.255994e-08 -2.592379e-08  -3.387143e-08 -6.400577e-08   4.246341e-08  3.223783e-08   1.880490e-02 -8.340811e-02  -6.392365e-03  4.105521e-02  -8.165009e-04  8.511141e-03   3.225444e-03 -1.308426e-02  -3.140315e-04  4.275612e-03  -1.181406e-04  1.071104e-06   2.205767e-05  2.858734e-05   1.949444e-08  7.365692e-08  -7.872095e-07  9.488781e-07  -4.044537e-06  2.610890e-06  -5.141517e-09  1.892160e-08   1.351511e-03 -5.196263e-03   1.590509e-04  8.608612e-05   1.231970e-08  1.981642e-08  
 1.445133e+01   3.060525e-02 -1.542122e-01  -3.071643e-03  2.742183e-02   8.203036e-05 -6.223016e-03  -9.017089e-05 -1.212887e-04  -6.003600e-04  8.386311e-03  -1.109485e-04 -2.772617e-07  -4.922795e-05 -2.850070e-05  -2.141922e-08 -2.387665e-08  -3.274158e-08 -5.912351e-08   3.993906e-08  2.958979e-08   1.820678e-02 -8.212122e-02  -6.179025e-03  4.038109e-02  -7.856704e-04  8.362800e-03   3.124347e-03 -1.288696e-02  -3.017579e-04  4.200401e-03  -1.136391e-04  1.367400e-06   2.176613e-05  2.736546e-05   1.976212e-08  6.859411e-08  -7.361826e-07  9.109216e-07  -3.814960e-06  2.550291e-06  -4.265462e-09  1.788444e-08   1.309460e-03 -5.119038e-03   1.546712e-04  8.214995e-05   1.184708e-08  1.828544e-08  
 1.470265e+01   2.964540e-02 -1.518300e-01  -2.965589e-03  2.696402e-02   7.967974e-05 -6.116309e-03  -8.868563e-05 -1.157471e-04  -5.774554e-04  8.241767e-03  -1.068586e-04  1.955100e-08  -4.783781e-05 -2.711433e-05  -2.033741e-08 -2.201769e-08  -3.160125e-08 -5.466992e-08   3.759016e-08  2.719678e-08   1.763609e-02 -8.087111e-02  -5.976056e-03  3.972808e-02  -7.565376e-04  8.219456e-03   3.027797e-03 -1.269510e-02  -2.901816e-04  4.127759e-03  -1.093844e-04  1.620367e-06   2.146463e-05  2.620859e-05   1.988459e-08  6.392229e-08  -6.891368e-07  8.746391e-07  -3.600782e-06  2.488976e-06  -3.495426e-09  1.689919e-08   1.269283e-03 -5.043892e-03   1.504522e-04  7.844390e-05   1.138046e-08  1.688994e-08  
 1.495398e+01   2.872901e-02 -1.495168e-01  -2.864891e-03  2.652095e-02   7.743469e-05 -6.013227e-03  -8.718333e-05 -1.105287e-04  -5.558209e-04  8.102060e-03  -1.029863e-04  2.783775e-07  -4.649905e-05 -2.581487e-05  -1.931254e-08 -2.032739e-08  -3.046196e-08 -5.060308e-08   3.540338e-08  2.503085e-08   1.709120e-02 -7.965633e-02  -5.782804e-03  3.909524e-02  -7.289823e-04  8.080869e-03   2.935535e-03 -1.250847e-02  -2.792518e-04  4.057560e-03  -1.053594e-04  1.835352e-06   2.115536e-05  2.511275e-05   1.988644e-08  5.960906e-08  -6.457147e-07  8.399746e-07  -3.400841e-06  2.427356e-06  -2.819136e-09  1.596505e-08   1.230872e-03 -4.970749e-03   1.463875e-04  7.495182e-05   1.092264e-08  1.561665e-08  
 1.520531e+01   2.785356e-02 -1.472699e-01  -2.769200e-03  2.609193e-02   7.528810e-05 -5.913587e-03  -8.567146e-05 -1.056108e-04  -5.353663e-04  7.966956e-03  -9.931682e-05  5.036514e-07  -4.520973e-05 -2.459576e-05  -1.834240e-08 -1.878842e-08  -2.933280e-08 -4.688550e-08   3.336639e-08  2.306742e-08   1.657062e-02 -7.847551e-02  -5.598667e-03  3.848168e-02  -7.028946e-04  7.946811e-03   2.847315e-03 -1.232689e-02  -2.689222e-04  3.989685e-03  -1.015484e-04  2.017037e-06   2.084021e-05  2.407421e-05   1.978858e-08  5.562471e-08  -6.055944e-07  8.068694e-07  -3.214068e-06  2.365774e-06  -2.225738e-09  1.508075e-08   1.194129e-03 -4.899539e-03   1.424705e-04  7.165890e-05   1.047574e-08  1.445369e-08  
 1.545664e+01   2.701669e-02 -1.450866e-01  -2.678192e-03  2.567632e-02   7.323355e-05 -5.817217e-03  -8.415636e-05 -1.009729e-04  -5.160093e-04  7.836235e-03  -9.583664e-05  6.992739e-07  -4.396793e-05 -2.345100e-05  -1.742463e-08 -1.738546e-08  -2.822083e-08 -4.348367e-08   3.146784e-08  2.128490e-08   1.607295e-02 -7.732732e-02  -5.423088e-03  3.788656e-02  -6.781738e-04  7.817069e-03   2.762912e-03 -1.215017e-02  -2.591507e-04  3.924021e-03  -9.793681e-05  2.169522e-06   2.052086e-05  2.308949e-05   1.960881e-08  5.194208e-08  -5.684861e-07  7.752625e-07  -3.039481e-06  2.304515e-06  -1.705636e-09  1.424474e-08   1.158962e-03 -4.830193e-03   1.386954e-04  6.855148e-05   1.004132e-08  1.339043e-08  
 1.570796e+01   2.621621e-02 -1.429643e-01  -2.591570e-03  2.527353e-02   7.126522e-05 -5.723959e-03  -8.264343e-05 -9.659586e-05  -4.976742e-04  7.709693e-03  -9.253332e-05  8.686811e-07  -4.277174e-05 -2.237512e-05  -1.655684e-08 -1.610488e-08  -2.713148e-08 -4.036755e-08   2.969724e-08  1.966428e-08   1.559690e-02 -7.621052e-02  -5.255551e-03  3.730908e-02  -6.547276e-04  7.691443e-03   2.682114e-03 -1.197813e-02  -2.498984e-04  3.860466e-03  -9.451147e-05  2.296405e-06   2.019873e-05  2.215535e-05   1.936225e-08  4.853630e-08  -5.341283e-07  7.450923e-07  -2.876178e-06  2.243816e-06  -1.250346e-09  1.345523e-08   1.125283e-03 -4.762645e-03   1.350560e-04  6.561700e-05   9.620457e-09  1.241736e-08  
 1.595929e+01   2.545009e-02 -1.409007e-01  -2.509060e-03  2.488296e-02   6.937779e-05 -5.633662e-03  -8.113725e-05 -9.246209e-05  -4.802917e-04  7.587135e-03  -8.939540e-05  1.014903e-06  -4.161934e-05 -2.136310e-05  -1.573657e-08 -1.493457e-08  -2.606887e-08 -3.751023e-08   2.804493e-08  1.818875e-08   1.514125e-02 -7.512391e-02  -5.095578e-03  3.674851e-02  -6.324711e-04  7.569743e-03   2.604723e-03 -1.181059e-02  -2.411299e-04  3.798921e-03  -9.126011e-05  2.400841e-06   1.987508e-05  2.126875e-05   1.906172e-08  4.538464e-08  -5.022850e-07  7.162973e-07  -2.723331e-06  2.183869e-06  -8.523635e-10  1.271030e-08   1.093013e-03 -4.696831e-03   1.315467e-04  6.284387e-05   9.213934e-09  1.152592e-08  
 1.621062e+01   2.471641e-02 -1.388934e-01  -2.430409e-03  2.450410e-02   6.756642e-05 -5.546186e-03  -7.964166e-05 -8.855539e-05  -4.637982e-04  7.468380e-03  -8.641229e-05  1.140612e-06  -4.050895e-05 -2.041036e-05  -1.496142e-08 -1.386376e-08  -2.503599e-08 -3.488756e-08   2.650204e-08  1.684348e-08   1.470489e-02 -7.406634e-02  -4.942727e-03  3.620411e-02  -6.113262e-04  7.451793e-03   2.530556e-03 -1.164741e-02  -2.328126e-04  3.739293e-03  -8.817143e-05  2.485602e-06   1.955099e-05  2.042687e-05   1.871814e-08  4.246635e-08  -4.727430e-07  6.888164e-07  -2.580175e-06  2.124830e-06  -5.050558e-10  1.200792e-08   1.062076e-03 -4.632693e-03   1.281622e-04  6.022141e-05   8.822201e-09  1.070847e-08  
 1.646195e+01   2.401341e-02 -1.369402e-01  -2.355382e-03  2.413643e-02   6.582667e-05 -5.461401e-03  -7.815991e-05 -8.486079e-05  -4.481350e-04  7.353255e-03  -8.357421e-05  1.248172e-06  -3.943883e-05 -1.951270e-05  -1.422900e-08 -1.288283e-08  -2.403497e-08 -3.247786e-08   2.506039e-08  1.561532e-08   1.428676e-02 -7.303674e-02  -4.796584e-03  3.567523e-02  -5.912211e-04  7.337424e-03   2.459438e-03 -1.148841e-02  -2.249164e-04  3.681496e-03  -8.523503e-05  2.553128e-06   1.922739e-05  1.962705e-05   1.834072e-08  3.976242e-08  -4.453092e-07  6.625899e-07  -2.446011e-06  2.066827e-06  -2.025553e-10  1.134606e-08   1.032401e-03 -4.570170e-03   1.248971e-04  5.773974e-05   8.445463e-09  9.958119e-09  
 1.671327e+01   2.333944e-02 -1.350391e-01  -2.283761e-03  2.377947e-02   6.415447e-05 -5.379183e-03  -7.669470e-05 -8.136442e-05  -4.332482e-04  7.241600e-03  -8.087213e-05  1.339669e-06  -3.840732e-05 -1.866624e-05  -1.353701e-08 -1.198320e-08  -2.306723e-08 -3.026167e-08   2.371246e-08  1.449261e-08   1.388588e-02 -7.203406e-02  -4.656767e-03  3.516122e-02  -5.720894e-04  7.226480e-03   2.391211e-03 -1.133346e-02  -2.174139e-04  3.625447e-03  -8.244128e-05  2.605561e-06   1.890509e-05  1.886683e-05   1.793728e-08  3.725552e-08  -4.198089e-07  6.375593e-07  -2.320193e-06  2.009958e-06   6.032791e-11  1.072265e-08   1.003922e-03 -4.509208e-03   1.217466e-04  5.538974e-05   8.083758e-09  9.268705e-09  
 1.696460e+01   2.269293e-02 -1.331882e-01  -2.215346e-03  2.343277e-02   6.254609e-05 -5.299416e-03  -7.524827e-05 -7.805350e-05  -4.190882e-04  7.133263e-03  -7.829766e-05  1.416952e-06  -3.741282e-05 -1.786745e-05  -1.288320e-08 -1.115722e-08  -2.213358e-08 -2.822147e-08   2.245134e-08  1.346499e-08   1.350132e-02 -7.105732e-02  -4.522919e-03  3.466149e-02  -5.538701e-04  7.118811e-03   2.325721e-03 -1.118241e-02  -2.102797e-04  3.571070e-03  -7.978130e-05  2.644790e-06   1.858478e-05  1.814389e-05   1.751442e-08  3.492978e-08  -3.960836e-07  6.136680e-07  -2.202126e-06  1.954301e-06   2.881849e-10  1.013566e-08   9.765778e-04 -4.449754e-03   1.187057e-04  5.316298e-05   7.736982e-09  8.634657e-09  
 1.721593e+01   2.207246e-02 -1.313854e-01  -2.149948e-03  2.309591e-02   6.099805e-05 -5.221992e-03  -7.382244e-05 -7.491618e-05  -4.056090e-04  7.028098e-03  -7.584307e-05  1.481657e-06  -3.645377e-05 -1.711307e-05  -1.226544e-08 -1.039801e-08  -2.123440e-08 -2.634147e-08   2.127065e-08  1.252324e-08   1.313223e-02 -7.010557e-02  -4.394710e-03  3.417545e-02  -5.365065e-04  7.014276e-03   2.262828e-03 -1.103513e-02  -2.034904e-04  3.518292e-03  -7.724685e-05  2.672478e-06   1.826704e-05  1.745608e-05   1.707769e-08  3.277071e-08  -3.739894e-07  5.908615e-07  -2.091264e-06  1.899915e-06   4.850793e-10  9.583110e-09   9.503099e-04 -4.391755e-03   1.157699e-04  5.105165e-05   7.404901e-09  8.050985e-09  
 1.746726e+01   2.147665e-02 -1.296291e-01  -2.087395e-03  2.276846e-02   5.950717e-05 -5.146808e-03  -7.241872e-05 -7.194147e-05  -3.927682e-04  6.925972e-03  -7.350117e-05  1.535233e-06  -3.552871e-05 -1.640009e-05  -1.168166e-08 -9.699418e-09  -2.036969e-08 -2.460746e-08   2.016453e-08  1.165915e-08   1.277781e-02 -6.917790e-02  -4.271830e-03  3.370258e-02  -5.199465e-04  6.912744e-03   2.202400e-03 -1.089147e-02  -1.970243e-04  3.467044e-03  -7.483031e-05  2.690089e-06   1.795238e-05  1.680138e-05   1.663179e-08  3.076507e-08  -3.533958e-07  5.690870e-07  -1.987101e-06  1.846841e-06   6.546075e-10  9.063061e-09   9.250638e-04 -4.335163e-03   1.129350e-04  4.904851e-05   7.087196e-09  7.513183e-09  
 1.771858e+01   2.090425e-02 -1.279176e-01  -2.027526e-03  2.245007e-02   5.807049e-05 -5.073768e-03  -7.103830e-05 -6.911919e-05  -3.805267e-04  6.826756e-03  -7.126528e-05  1.578966e-06  -3.463619e-05 -1.572576e-05  -1.112991e-08 -9.055937e-09  -1.953916e-08 -2.300662e-08   1.912761e-08  1.086537e-08   1.243730e-02 -6.827347e-02  -4.153990e-03  3.324235e-02  -5.041417e-04  6.814088e-03   2.144311e-03 -1.075133e-02  -1.908614e-04  3.417262e-03  -7.252461e-05  2.698917e-06   1.764123e-05  1.617790e-05   1.618062e-08  2.890073e-08  -3.341838e-07  5.482941e-07  -1.889172e-06  1.795108e-06   7.999538e-10  8.573653e-09   9.007885e-04 -4.279930e-03   1.101966e-04  4.714685e-05   6.783526e-09  7.017183e-09  
 1.796991e+01   2.035405e-02 -1.262491e-01  -1.970189e-03  2.214035e-02   5.668527e-05 -5.002780e-03  -6.968209e-05 -6.643992e-05  -3.688481e-04  6.730329e-03  -6.912921e-05  1.613997e-06  -3.377487e-05 -1.508751e-05  -1.060832e-08 -8.462601e-09  -1.874229e-08 -2.152738e-08   1.815492e-08  1.013534e-08   1.211000e-02 -6.739144e-02  -4.040921e-03  3.279426e-02  -4.890471e-04  6.718189e-03   2.088445e-03 -1.061457e-02  -1.849834e-04  3.368884e-03  -7.032320e-05  2.700101e-06   1.733393e-05  1.558387e-05   1.572746e-08  2.716662e-08  -3.162453e-07  5.284344e-07  -1.797049e-06  1.744733e-06   9.239382e-10  8.113099e-09   8.774358e-04 -4.226011e-03   1.075508e-04  4.534045e-05   6.493471e-09  6.559318e-09  
 1.822124e+01   1.982495e-02 -1.246222e-01  -1.915244e-03  2.183896e-02   5.534893e-05 -4.933760e-03  -6.835082e-05 -6.389489e-05  -3.576989e-04  6.636575e-03  -6.708721e-05  1.641339e-06  -3.294343e-05 -1.448301e-05  -1.011515e-08 -7.914954e-09  -1.797838e-08 -2.015926e-08   1.724188e-08  9.463208e-09   1.179524e-02 -6.653104e-02  -3.932371e-03  3.235787e-02  -4.746213e-04  6.624935e-03   2.034692e-03 -1.048108e-02  -1.793730e-04  3.321851e-03  -6.821998e-05  2.694647e-06   1.703080e-05  1.501764e-05   1.527503e-08  2.555257e-08  -2.994817e-07  5.094617e-07  -1.710333e-06  1.695725e-06   1.029059e-09  7.679692e-09   8.549607e-04 -4.173363e-03   1.049937e-04  4.362352e-05   6.216534e-09  6.136282e-09  
 1.847256e+01   1.931590e-02 -1.230353e-01  -1.862563e-03  2.154558e-02   5.405910e-05 -4.866625e-03  -6.704500e-05 -6.147595e-05  -3.470478e-04  6.545387e-03  -6.513390e-05  1.661892e-06  -3.214063e-05 -1.391007e-05  -9.648714e-09 -7.408975e-09  -1.724661e-08 -1.889280e-08   1.638428e-08  8.843693e-09   1.149240e-02 -6.569149e-02  -3.828104e-03  3.193273e-02  -4.608255e-04  6.534220e-03   1.982949e-03 -1.035076e-02  -1.740145e-04  3.276110e-03  -6.620928e-05  2.683443e-06   1.673206e-05  1.447767e-05   1.482559e-08  2.404932e-08  -2.838030e-07  4.913321e-07  -1.628660e-06  1.648082e-06   1.117530e-09  7.271808e-09   8.333204e-04 -4.121945e-03   1.025218e-04  4.199069e-05   5.952297e-09  5.745073e-09  
 1.872389e+01   1.882590e-02 -1.214871e-01  -1.812021e-03  2.125990e-02   5.281356e-05 -4.801299e-03  -6.576497e-05 -5.917555e-05  -3.368659e-04  6.456662e-03  -6.326431e-05  1.676456e-06  -3.136527e-05 -1.336668e-05  -9.207446e-09 -6.941045e-09  -1.654604e-08 -1.771942e-08   1.557825e-08  8.272072e-09   1.120089e-02 -6.487210e-02  -3.727899e-03  3.151841e-02  -4.476237e-04  6.445942e-03   1.933119e-03 -1.022350e-02  -1.688930e-04  3.231608e-03  -6.428584e-05  2.667274e-06   1.643792e-05  1.396249e-05   1.438097e-08  2.264834e-08  -2.691270e-07  4.740034e-07  -1.551690e-06  1.601797e-06   1.191312e-09  6.887905e-09   8.124752e-04 -4.071715e-03   1.001316e-04  4.043696e-05   5.700200e-09  5.382987e-09  
 1.897522e+01   1.835405e-02 -1.199763e-01  -1.763506e-03  2.098162e-02   5.161023e-05 -4.737710e-03  -6.451095e-05 -5.698663e-05  -3.271263e-04  6.370302e-03  -6.147378e-05  1.685743e-06  -3.061621e-05 -1.285099e-05  -8.789861e-09 -6.507892e-09  -1.587570e-08 -1.663135e-08   1.482020e-08  7.744094e-09   1.092017e-02 -6.407216e-02  -3.631551e-03  3.111451e-02  -4.349827e-04  6.360005e-03   1.885110e-03 -1.009919e-02  -1.639950e-04  3.188296e-03  -6.244475e-05  2.646832e-06   1.614854e-05  1.347075e-05   1.394270e-08  2.134185e-08  -2.553788e-07  4.574359e-07  -1.479111e-06  1.556858e-06   1.252145e-09  6.526522e-09   7.923872e-04 -4.022635e-03   9.781971e-05  3.895769e-05   5.459800e-09  5.047564e-09  
 1.922655e+01   1.789945e-02 -1.185014e-01  -1.716912e-03  2.071046e-02   5.044715e-05 -4.675789e-03  -6.328303e-05 -5.490265e-05  -3.178038e-04  6.286214e-03  -5.975797e-05  1.690386e-06  -2.989236e-05 -1.236127e-05  -8.394564e-09 -6.106560e-09  -1.523452e-08 -1.562155e-08   1.410683e-08  7.255935e-09   1.064971e-02 -6.329103e-02  -3.538864e-03  3.072066e-02  -4.228711e-04  6.276319e-03   1.838836e-03 -9.977741e-03  -1.593076e-04  3.146127e-03  -6.068144e-05  2.622727e-06   1.586403e-05  1.300118e-05   1.351198e-08  2.012269e-08  -2.424895e-07  4.415916e-07  -1.410632e-06  1.513247e-06   1.301571e-09  6.186282e-09   7.730209e-04 -3.974669e-03   9.558299e-05  3.754854e-05   5.230605e-09  4.736580e-09  
 1.947787e+01   1.746130e-02 -1.170613e-01  -1.672138e-03  2.044616e-02   4.932250e-05 -4.615471e-03  -6.208118e-05 -5.291750e-05  -3.088752e-04  6.204311e-03  -5.811283e-05  1.690948e-06  -2.919268e-05 -1.189592e-05  -8.020242e-09 -5.734375e-09  -1.462145e-08 -1.468362e-08   1.343509e-08  6.804145e-09   1.038904e-02 -6.252807e-02  -3.449658e-03  3.033649e-02  -4.112601e-04  6.194797e-03   1.794216e-03 -9.859060e-03  -1.548191e-04  3.105058e-03  -5.899163e-05  2.595501e-06   1.558451e-05  1.255257e-05   1.308977e-08  1.898430e-08  -2.303964e-07  4.264346e-07  -1.345986e-06  1.470944e-06   1.340957e-09  5.865885e-09   7.543428e-04 -3.927782e-03   9.341843e-05  3.620546e-05   5.012111e-09  4.448013e-09  
 1.972920e+01   1.703882e-02 -1.156548e-01  -1.629091e-03  2.018845e-02   4.823457e-05 -4.556693e-03  -6.090530e-05 -5.102548e-05  -3.003188e-04  6.124510e-03  -5.653457e-05  1.687930e-06  -2.851618e-05 -1.145345e-05  -7.665658e-09 -5.388915e-09  -1.403540e-08 -1.381172e-08   1.280217e-08  6.385611e-09   1.013768e-02 -6.178267e-02  -3.363761e-03  2.996166e-02  -4.001224e-04  6.115357e-03   1.751173e-03 -9.743056e-03  -1.505184e-04  3.065045e-03  -5.737135e-05  2.565630e-06   1.531001e-05  1.212382e-05   1.267683e-08  1.792068e-08  -2.190417e-07  4.119306e-07  -1.284925e-06  1.429923e-06   1.371517e-09  5.564106e-09   7.363213e-04 -3.881938e-03   9.132312e-05  3.492470e-05   4.803819e-09  4.180035e-09  
 1.998053e+01   1.663128e-02 -1.142808e-01  -1.587684e-03  1.993711e-02   4.718172e-05 -4.499398e-03  -5.975522e-05 -4.922129e-05  -2.921143e-04  6.046731e-03  -5.501966e-05  1.681779e-06  -2.786191e-05 -1.103250e-05  -7.329655e-09 -5.067982e-09  -1.347529e-08 -1.300056e-08   1.220546e-08  5.997521e-09   9.895209e-03 -6.105426e-02  -3.281013e-03  2.959583e-02  -3.894329e-04  6.037922e-03   1.709635e-03 -9.629644e-03  -1.463953e-04  3.026048e-03  -5.581687e-05  2.533534e-06   1.504060e-05  1.171386e-05   1.227374e-08  1.692630e-08  -2.083724e-07  3.980473e-07  -1.227216e-06  1.390160e-06   1.394327e-09  5.279794e-09   7.189265e-04 -3.837105e-03   8.929433e-05  3.370273e-05   4.605316e-09  3.930970e-09  
 2.023186e+01   1.623800e-02 -1.129381e-01  -1.547836e-03  1.969190e-02   4.616245e-05 -4.443530e-03  -5.863069e-05 -4.749996e-05  -2.842427e-04  5.970898e-03  -5.356478e-05  1.672894e-06  -2.722897e-05 -1.063179e-05  -7.011142e-09 -4.769582e-09  -1.294005e-08 -1.224533e-08   1.164255e-08  5.637328e-09   9.661219e-03 -6.034229e-02  -3.201263e-03  2.923869e-02  -3.791678e-04  5.962416e-03   1.669535e-03 -9.518741e-03  -1.424401e-04  2.988031e-03  -5.432471e-05  2.499586e-06   1.477629e-05  1.132170e-05   1.188092e-08  1.599607e-08  -1.983401e-07  3.847540e-07  -1.172647e-06  1.351625e-06   1.410341e-09  5.011870e-09   7.021301e-04 -3.793252e-03   8.732943e-05  3.253627e-05   4.416077e-09  3.699299e-09  
 2.048318e+01   1.585832e-02 -1.116258e-01  -1.509468e-03  1.945259e-02   4.517533e-05 -4.389036e-03  -5.753141e-05 -4.585686e-05  -2.766863e-04  5.896941e-03  -5.216684e-05  1.661628e-06  -2.661648e-05 -1.025011e-05  -6.709098e-09 -4.491901e-09  -1.242862e-08 -1.154163e-08   1.111122e-08  5.302728e-09   9.435321e-03 -5.964622e-02  -3.124368e-03  2.888994e-02  -3.693051e-04  5.888769e-03   1.630807e-03 -9.410269e-03  -1.386439e-04  2.950956e-03  -5.289162e-05  2.464112e-06   1.451709e-05  1.094643e-05   1.149867e-08  1.512533e-08  -1.889001e-07  3.720217e-07  -1.121020e-06  1.314289e-06   1.420407e-09  4.759318e-09   6.859056e-04 -3.750349e-03   8.542589e-05  3.142225e-05   4.235697e-09  3.483647e-09  
 2.073451e+01   1.549163e-02 -1.103429e-01  -1.472510e-03  1.921899e-02   4.421898e-05 -4.335865e-03  -5.645704e-05 -4.428767e-05  -2.694287e-04  5.824791e-03  -5.082291e-05  1.648297e-06  -2.602363e-05 -9.886366e-06  -6.422564e-09 -4.233292e-09  -1.193996e-08 -1.088544e-08   1.060940e-08  4.991629e-09   9.217153e-03 -5.896554e-02  -3.050195e-03  2.854928e-02  -3.598240e-04  5.816914e-03   1.593390e-03 -9.304151e-03  -1.349983e-04  2.914789e-03  -5.151454e-05  2.427401e-06   1.426298e-05  1.058715e-05   1.112716e-08  1.430978e-08  -1.800111e-07  3.598227e-07  -1.072149e-06  1.278121e-06   1.425276e-09  4.521187e-09   6.702277e-04 -3.708366e-03   8.358132e-05  3.035780e-05   4.063758e-09  3.282747e-09  
 2.098584e+01   1.513736e-02 -1.090884e-01  -1.436892e-03  1.899090e-02   4.329214e-05 -4.283970e-03  -5.540722e-05 -4.278834e-05  -2.624544e-04  5.754382e-03  -4.953029e-05  1.633183e-06  -2.544963e-05 -9.539523e-06  -6.150641e-09 -3.992252e-09  -1.147307e-08 -1.027310e-08   1.013519e-08  4.702132e-09   9.006369e-03 -5.829977e-02  -2.978618e-03  2.821646e-02  -3.507052e-04  5.746787e-03   1.557227e-03 -9.200316e-03  -1.314954e-04  2.879497e-03  -5.019061e-05  2.389708e-06   1.401394e-05  1.024306e-05   1.076651e-08  1.354547e-08  -1.716355e-07  3.481310e-07  -1.025864e-06  1.243091e-06   1.425616e-09  4.296585e-09   6.550725e-04 -3.667276e-03   8.179344e-05  2.934023e-05   3.899844e-09  3.095449e-09  
 2.123717e+01   1.479496e-02 -1.078614e-01  -1.402551e-03  1.876811e-02   4.239360e-05 -4.233306e-03  -5.438152e-05 -4.135507e-05  -2.557487e-04  5.685653e-03  -4.828641e-05  1.616536e-06  -2.489373e-05 -9.208617e-06  -5.892485e-09 -3.767412e-09  -1.102696e-08 -9.701279e-09   9.686805e-09  4.432511e-09   8.802645e-03 -5.764843e-02  -2.909517e-03  2.789120e-02  -3.419304e-04  5.678326e-03   1.522263e-03 -9.098692e-03  -1.281280e-04  2.845050e-03  -4.891717e-05  2.351257e-06   1.376993e-05  9.913373e-06   1.041673e-08  1.282876e-08  -1.637383e-07  3.369219e-07  -9.820057e-07  1.209166e-06   1.422017e-09  4.084677e-09   6.404174e-04 -3.627051e-03   8.006005e-05  2.836703e-05   3.743554e-09  2.920711e-09  
 2.148849e+01   1.446391e-02 -1.066610e-01  -1.369427e-03  1.855045e-02   4.152220e-05 -4.183828e-03  -5.337952e-05 -3.998431e-05  -2.492983e-04  5.618545e-03  -4.708886e-05  1.598579e-06  -2.435521e-05 -8.892752e-06  -5.647305e-09 -3.557522e-09  -1.060070e-08 -9.166900e-09   9.262615e-09  4.181196e-09   8.605672e-03 -5.701107e-02  -2.842781e-03  2.757325e-02  -3.334826e-04  5.611474e-03   1.488447e-03 -8.999213e-03  -1.248891e-04  2.811417e-03  -4.769167e-05  2.312244e-06   1.353090e-05  9.597369e-06   1.007778e-08  1.215630e-08  -1.562874e-07  3.261719e-07  -9.404255e-07  1.176315e-06   1.415004e-09  3.884681e-09   6.262410e-04 -3.587665e-03   7.837907e-05  2.743582e-05   3.594532e-09  2.757561e-09  
 2.173982e+01   1.414371e-02 -1.054865e-01  -1.337463e-03  1.833775e-02   4.067687e-05 -4.135496e-03  -5.240078e-05 -3.867275e-05  -2.430902e-04  5.553002e-03  -4.593539e-05  1.579511e-06  -2.383339e-05 -8.591087e-06  -5.414359e-09 -3.361443e-09  -1.019336e-08 -8.667165e-09   8.861091e-09  3.946757e-09   8.415159e-03 -5.638727e-02  -2.778303e-03  2.726237e-02  -3.253458e-04  5.546174e-03   1.455729e-03 -8.901814e-03  -1.217723e-04  2.778570e-03  -4.651178e-05  2.272842e-06   1.329682e-05  9.294361e-06   9.749565e-09  1.152499e-08  -1.492531e-07  3.158591e-07  -9.009857e-07  1.144505e-06   1.405044e-09  3.695865e-09   6.125230e-04 -3.549095e-03   7.674850e-05  2.654441e-05   3.452391e-09  2.605126e-09  
