0.314159 0.00579065 -0.583139 
0.942478 0.00477749 -0.417716 
1.5708 0.00346004 -0.338867 
2.19911 0.00144124 -0.290253 
2.82743 0.00164512 -0.250353 
3.45575 0.0011598 -0.221462 
4.08407 0.000789979 -0.197283 
4.71239 0.00104872 -0.177553 
5.34071 0.000744921 -0.16163 
5.96903 0.000297756 -0.148242 
6.59734 0.000251702 -0.136548 
7.22566 0.000423806 -0.126351 
7.85398 0.000397579 -0.117413 
8.4823 0.000404855 -0.10969 
9.11062 0.000415908 -0.102876 
9.73894 0.000293739 -0.0969565 
10.3673 0.00022567 -0.0915728 
10.9956 0.000270356 -0.0867101 
11.6239 0.000214081 -0.0824172 
12.2522 0.000119022 -0.0784286 
12.8805 6.10445e-05 -0.0750816 
13.5088 7.98282e-05 -0.0718859 
14.1372 0.000159203 -0.0688999 
14.7655 0.000122629 -0.0660852 
15.3938 0.000144426 -0.0635015 
16.0221 5.70463e-05 -0.0612009 
16.6504 0.000116086 -0.0590128 
17.2788 -1.16966e-05 -0.0567752 
17.9071 2.98e-05 -0.054817 
18.5354 7.2231e-05 -0.0530111 
19.1637 3.04025e-05 -0.0513075 
19.792 9.8511e-05 -0.0497358 
20.4204 0.000132754 -0.0482428 
21.0487 0.00010046 -0.0469276 
21.677 5.69589e-05 -0.045558 
22.3053 9.08043e-05 -0.0442823 
22.9336 4.4493e-05 -0.0431667 
23.5619 7.2752e-05 -0.0420306 
24.1903 1.47738e-05 -0.0409 
24.8186 2.89262e-05 -0.0399455 
25.4469 8.24602e-05 -0.0389759 
26.0752 3.81899e-05 -0.0380293 
26.7035 6.22295e-05 -0.0371556 
27.3319 0.000100762 -0.0363009 
27.9602 4.30133e-05 -0.0355143 
28.5885 4.55118e-05 -0.0347182 
29.2168 4.05455e-05 -0.0339644 
29.8451 1.79356e-05 -0.0333079 
30.4734 3.44873e-05 -0.0326356 
31.1018 4.65907e-05 -0.0319405 
31.7301 2.87293e-05 -0.0313328 
32.3584 4.74949e-05 -0.0307289 
