0.314159 -0.000308331 -0.581193
0.942478 4.6383e-05 -0.417247
1.5708 -1.87387e-05 -0.338902
2.19911 -0.000104457 -0.286922
2.82743 -0.000118411 -0.248972
3.45575 7.18877e-05 -0.21948
4.08407 -8.65104e-05 -0.195993
4.71239 -1.82274e-05 -0.176997
5.34071 -8.97216e-05 -0.160843
5.96903 -0.000334968 -0.147427
6.59734 -7.35962e-05 -0.13573
7.22566 -7.94882e-05 -0.12603
7.85398 0.000299937 -0.117365
8.4823 2.6906e-05 -0.109859
9.11062 -0.00023989 -0.103239
9.73894 -9.02908e-05 -0.0970754
10.3673 -0.000116895 -0.0918713
10.9956 6.9701e-07 -0.0870491
11.6239 0.000270714 -0.0827689
12.2522 0.0001045 -0.0786106
12.8805 -5.54357e-05 -0.0754017
13.5088 -7.05883e-05 -0.0717972
14.1372 -0.000268388 -0.0684669
14.7655 5.32156e-06 -0.0658043
