# w_matsubara          00_re         00_im
 3.141593e-01   1.738117e+00 -1.980973e-01  
 9.424778e-01   1.737925e+00 -4.180440e-01  
 1.570796e+00   1.743005e+00 -5.511702e-01  
 2.199115e+00   1.767428e+00 -6.098221e-01  
 2.827433e+00   1.783914e+00 -6.526156e-01  
 3.455752e+00   1.805014e+00 -6.745012e-01  
 4.084070e+00   1.831516e+00 -6.637978e-01  
 4.712389e+00   1.850162e+00 -6.503343e-01  
 5.340708e+00   1.873242e+00 -6.432581e-01  
 5.969026e+00   1.897891e+00 -6.112051e-01  
 6.597345e+00   1.905532e+00 -5.876134e-01  
 7.225663e+00   1.925170e+00 -5.648402e-01  
 7.853982e+00   1.939880e+00 -5.403322e-01  
 8.482300e+00   1.947650e+00 -5.157512e-01  
 9.110619e+00   1.958227e+00 -5.099455e-01  
 9.738937e+00   1.966786e+00 -4.978824e-01  
 1.036726e+01   1.977306e+00 -4.781694e-01  
 1.099557e+01   1.987245e+00 -4.598167e-01  
 1.162389e+01   1.991397e+00 -4.347153e-01  
 1.225221e+01   1.999870e+00 -4.305138e-01  
 1.288053e+01   2.008551e+00 -4.126878e-01  
 1.350885e+01   2.016999e+00 -3.901636e-01  
 1.413717e+01   2.023241e+00 -3.661553e-01  
 1.476549e+01   2.017718e+00 -3.708756e-01  
 1.539380e+01   2.022847e+00 -3.613478e-01  
 1.602212e+01   2.028752e+00 -3.364626e-01  
 1.665044e+01   2.031699e+00 -3.215983e-01  
 1.727876e+01   2.029403e+00 -3.252939e-01  
 1.790708e+01   2.036285e+00 -3.207635e-01  
 1.853540e+01   2.035231e+00 -3.166743e-01  
 1.916372e+01   2.036113e+00 -2.981951e-01  
 1.979203e+01   2.041717e+00 -2.957096e-01  
 2.042035e+01   2.043540e+00 -3.020683e-01  
 2.104867e+01   2.047059e+00 -2.766698e-01  
 2.167699e+01   2.044733e+00 -2.770509e-01  
 2.230531e+01   2.052025e+00 -2.561603e-01  
 2.293363e+01   2.052291e+00 -2.495568e-01  
 2.356194e+01   2.051249e+00 -2.463206e-01  
 2.419026e+01   2.049573e+00 -2.212209e-01  
 2.481858e+01   2.053263e+00 -2.324286e-01  
 2.544690e+01   2.051248e+00 -2.288220e-01  
 2.607522e+01   2.057845e+00 -2.304693e-01  
 2.670354e+01   2.057968e+00 -2.247807e-01  
 2.733186e+01   2.059883e+00 -2.060603e-01  
 2.796017e+01   2.054939e+00 -2.145539e-01  
 2.858849e+01   2.060611e+00 -2.129893e-01  
 2.921681e+01   2.065466e+00 -2.060644e-01  
 2.984513e+01   2.064916e+00 -2.017285e-01  
 3.047345e+01   2.067662e+00 -1.935239e-01  
 3.110177e+01   2.062095e+00 -2.017995e-01  
 3.173009e+01   2.066057e+00 -1.725849e-01  
 3.235840e+01   2.061193e+00 -1.606918e-01  
 3.298672e+01   2.062541e+00 -1.684005e-01  
 3.361504e+01   2.064588e+00 -1.902031e-01  
 3.424336e+01   2.069352e+00 -1.839141e-01  
 3.487168e+01   2.068728e+00 -1.809029e-01  
 3.550000e+01   2.068064e+00 -1.638686e-01  
 3.612832e+01   2.068207e+00 -1.756319e-01  
 3.675663e+01   2.067168e+00 -1.501466e-01  
 3.738495e+01   2.067161e+00 -1.643960e-01  
 3.801327e+01   2.067809e+00 -1.503238e-01  
 3.864159e+01   2.067682e+00 -1.580385e-01  
 3.926991e+01   2.069807e+00 -1.517976e-01  
 3.989823e+01   2.072362e+00 -1.305316e-01  
 4.052655e+01   2.070590e+00 -1.374052e-01  
 4.115486e+01   2.067714e+00 -1.092896e-01  
 4.178318e+01   2.062978e+00 -1.236725e-01  
 4.241150e+01   2.068400e+00 -1.304837e-01  
 4.303982e+01   2.071363e+00 -1.279107e-01  
 4.366814e+01   2.073104e+00 -1.237817e-01  
 4.429646e+01   2.067853e+00 -1.360812e-01  
 4.492477e+01   2.071791e+00 -1.262612e-01  
 4.555309e+01   2.074221e+00 -1.321990e-01  
 4.618141e+01   2.077030e+00 -1.364721e-01  
 4.680973e+01   2.070259e+00 -1.235535e-01  
 4.743805e+01   2.069769e+00 -1.085268e-01  
 4.806637e+01   2.072376e+00 -1.113896e-01  
 4.869469e+01   2.073533e+00 -1.060192e-01  
 4.932300e+01   2.076588e+00 -1.163784e-01  
 4.995132e+01   2.076220e+00 -1.182745e-01  
 5.057964e+01   2.074682e+00 -1.030031e-01  
 5.120796e+01   2.073083e+00 -1.107565e-01  
 5.183628e+01   2.073846e+00 -1.098762e-01  
 5.246460e+01   2.075706e+00 -9.064542e-02  
 5.309292e+01   2.064224e+00 -9.710162e-02  
 5.372123e+01   2.072902e+00 -1.075332e-01  
 5.434955e+01   2.074706e+00 -9.880372e-02  
 5.497787e+01   2.069726e+00 -1.046045e-01  
 5.560619e+01   2.076573e+00 -1.230104e-01  
 5.623451e+01   2.079541e+00 -1.042292e-01  
 5.686283e+01   2.077717e+00 -1.013127e-01  
 5.749115e+01   2.074545e+00 -1.082388e-01  
 5.811946e+01   2.078215e+00 -1.020161e-01  
 5.874778e+01   2.081939e+00 -7.564480e-02  
 5.937610e+01   2.079293e+00 -9.871429e-02  
 6.000442e+01   2.075288e+00 -1.106387e-01  
 6.063274e+01   2.076229e+00 -8.444967e-02  
 6.126106e+01   2.079266e+00 -9.839618e-02  
 6.188938e+01   2.080193e+00 -9.236782e-02  
 6.251769e+01   2.082999e+00 -7.501002e-02  
 6.314601e+01   2.082417e+00 -9.032848e-02  
 6.377433e+01   2.080819e+00 -8.247456e-02  
 6.440265e+01   2.084692e+00 -6.656105e-02  
 6.503097e+01   2.084697e+00 -8.149502e-02  
 6.565929e+01   2.080350e+00 -8.396480e-02  
 6.628760e+01   2.082691e+00 -7.055553e-02  
 6.691592e+01   2.080498e+00 -6.745032e-02  
 6.754424e+01   2.084112e+00 -6.664449e-02  
 6.817256e+01   2.079886e+00 -5.120964e-02  
 6.880088e+01   2.078096e+00 -6.290384e-02  
 6.942920e+01   2.088022e+00 -6.374789e-02  
 7.005752e+01   2.083566e+00 -6.667025e-02  
 7.068583e+01   2.089736e+00 -6.778108e-02  
 7.131415e+01   2.084426e+00 -6.666614e-02  
 7.194247e+01   2.091853e+00 -6.764660e-02  
 7.257079e+01   2.092013e+00 -6.997613e-02  
 7.319911e+01   2.095111e+00 -5.962900e-02  
 7.382743e+01   2.084350e+00 -4.025209e-02  
 7.445575e+01   2.087421e+00 -3.643025e-02  
 7.508406e+01   2.090145e+00 -3.276482e-02  
 7.571238e+01   2.088574e+00 -3.746887e-02  
 7.634070e+01   2.087808e+00 -3.569654e-02  
 7.696902e+01   2.089530e+00 -3.513087e-02  
 7.759734e+01   2.087415e+00 -2.098362e-02  
 7.822566e+01   2.089167e+00 -2.823154e-02  
 7.885398e+01   2.087844e+00 -1.721383e-02  
 7.948229e+01   2.085863e+00 -2.911779e-02  
 8.011061e+01   2.089461e+00 -1.007762e-02  
 8.073893e+01   2.085883e+00 -2.055948e-02  
 8.136725e+01   2.083048e+00 -3.061937e-03  
 8.199557e+01   2.081917e+00 -2.263152e-02  
 8.262389e+01   2.085036e+00 -2.211498e-02  
 8.325221e+01   2.080202e+00 -8.625668e-03  
 8.388052e+01   2.081706e+00 -1.739706e-03  
 8.450884e+01   2.084451e+00  2.129376e-03  
 8.513716e+01   2.086575e+00 -4.005299e-03  
 8.576548e+01   2.089846e+00  1.087471e-02  
 8.639380e+01   2.082541e+00  1.838689e-03  
 8.702212e+01   2.082665e+00  2.262565e-03  
 8.765044e+01   2.083911e+00  1.931012e-02  
 8.827875e+01   2.081686e+00  1.846944e-02  
 8.890707e+01   2.083059e+00  3.566576e-02  
 8.953539e+01   2.072254e+00  2.100943e-02  
 9.016371e+01   2.075565e+00  9.688991e-03  
 9.079203e+01   2.079935e+00  1.498976e-02  
 9.142035e+01   2.090690e+00  2.581790e-02  
 9.204866e+01   2.083177e+00  3.530468e-02  
 9.267698e+01   2.072779e+00  4.718308e-02  
 9.330530e+01   2.076618e+00  2.425330e-02  
 9.393362e+01   2.071599e+00  2.285181e-02  
 9.456194e+01   2.072532e+00  4.158263e-02  
 9.519026e+01   2.070861e+00  3.621823e-02  
 9.581858e+01   2.072362e+00  4.075188e-02  
 9.644689e+01   2.067295e+00  6.896799e-02  
 9.707521e+01   2.065152e+00  5.689438e-02  
 9.770353e+01   2.064261e+00  7.025090e-02  
 9.833185e+01   2.062106e+00  6.495748e-02  
 9.896017e+01   2.065280e+00  7.474750e-02  
 9.958849e+01   2.056078e+00  7.055117e-02  
 1.002168e+02   2.057641e+00  9.143891e-02  
 1.008451e+02   2.047962e+00  8.174273e-02  
 1.014734e+02   2.048142e+00  9.000500e-02  
 1.021018e+02   2.048442e+00  1.144024e-01  
 1.027301e+02   2.048395e+00  1.133173e-01  
 1.033584e+02   2.044945e+00  1.147896e-01  
 1.039867e+02   2.049589e+00  1.213760e-01  
 1.046150e+02   2.045204e+00  1.313759e-01  
