# w_matsubara          00_re         00_im
 1.052434e+02   2.035993e+00  1.263178e-01  
 1.058717e+02   2.033141e+00  1.432585e-01  
 1.065000e+02   2.032957e+00  1.345532e-01  
 1.071283e+02   2.028218e+00  1.376706e-01  
 1.077566e+02   2.028190e+00  1.584578e-01  
 1.083849e+02   2.023164e+00  1.563472e-01  
 1.090133e+02   2.023700e+00  1.615078e-01  
 1.096416e+02   2.018806e+00  1.544294e-01  
 1.102699e+02   2.014317e+00  1.604016e-01  
 1.108982e+02   2.011463e+00  1.598989e-01  
 1.115265e+02   2.004011e+00  1.917299e-01  
 1.121549e+02   2.006209e+00  2.135496e-01  
 1.127832e+02   1.995274e+00  2.313565e-01  
 1.134115e+02   1.992306e+00  2.212801e-01  
 1.140398e+02   1.990059e+00  2.332394e-01  
 1.146681e+02   1.974776e+00  2.501900e-01  
 1.152965e+02   1.962212e+00  2.591240e-01  
 1.159248e+02   1.954296e+00  2.482819e-01  
 1.165531e+02   1.953157e+00  2.731265e-01  
 1.171814e+02   1.949306e+00  2.704461e-01  
 1.178097e+02   1.945507e+00  2.807770e-01  
 1.184380e+02   1.935811e+00  2.786634e-01  
 1.190664e+02   1.927797e+00  3.041253e-01  
 1.196947e+02   1.914351e+00  3.007972e-01  
 1.203230e+02   1.903324e+00  2.993751e-01  
 1.209513e+02   1.899087e+00  3.421858e-01  
 1.215796e+02   1.891050e+00  3.523300e-01  
 1.222080e+02   1.883499e+00  3.424536e-01  
 1.228363e+02   1.868394e+00  3.764210e-01  
 1.234646e+02   1.856414e+00  4.164737e-01  
 1.240929e+02   1.838075e+00  4.172798e-01  
 1.247212e+02   1.823543e+00  4.409750e-01  
 1.253495e+02   1.806174e+00  4.687108e-01  
