 0.3141600  0.0000512 -1.3082295
 0.9424800  0.0001040 -1.2696090
 1.5708000  0.0001328 -1.1496028
 2.1991200  0.0003930 -1.0289831
 2.8274400  0.0001188 -0.9216433
 3.4557600 -0.0000187 -0.8293642
 4.0840800  0.0002997 -0.7505654
 4.7124000  0.0001628 -0.6831912
 5.3407200 -0.0000928 -0.6253288
 5.9690400  0.0007948 -0.5761147
 6.5973600 -0.0000708 -0.5334346
 7.2256800  0.0002301 -0.4951601
 7.8540000  0.0010986 -0.4613063
 8.4823200  0.0010520 -0.4328738
 9.1106400  0.0007178 -0.4065424
 9.7389600 -0.0001594 -0.3841001
 10.3672800 -0.0004214 -0.3639080
 10.9956000  0.0000388 -0.3449390
 11.6239200 -0.0000842 -0.3289893
 12.2522400 -0.0001108 -0.3125161
 12.8805600  0.0004232 -0.2987265
 13.5088800 -0.0000909 -0.2856078
 14.1372000 -0.0000963 -0.2743639
 14.7655200  0.0004327 -0.2624509
